Date,Chain,Postcode,Category,Total Units,Sale Price,Cost Price
8/1/16,Ready Wear,2067,Home,547,4.1,2.51
8/1/16,Ready Wear,2015,Accessories,364,5.46,3.08
8/1/16,Ready Wear,2795,Hosiery,433,3.7,1.69
8/1/16,Ready Wear,4119,Home,1129,2.48,1.71
8/1/16,Bellings,6052,Mens,271,6.97,3.75
8/1/16,Bellings,6027,Shoes,93,21.92,12.54
8/1/16,Ready Wear,3199,Mens,398,4.46,2.25
8/1/16,Ready Wear,3148,Accessories,467,3.53,1.64
8/1/16,Ready Wear,2067,Shoes,223,8.42,4.45
8/1/16,Ready Wear,3018,Home,517,6.72,5
8/1/16,Ready Wear,4068,Home,440,5.02,3
8/1/16,Ready Wear,4558,Home,958,2.83,1.9
8/1/16,Ready Wear,2650,Mens,355,5.65,3.13
8/1/16,Ready Wear,2116,Hosiery,484,3.73,1.88
8/1/16,Ready Wear,3066,Hosiery,515,4,2.26
8/1/16,Ready Wear,3551,Kids,341,5.69,3.05
8/1/16,Bellings,3690,Juniors,191,8.8,4.08
8/1/16,Ready Wear,2650,Hosiery,429,4.47,2.35
8/1/16,Bellings,4802,Shoes,97,21.18,11.82
8/1/16,Bellings,2158,Shoes,95,21.49,11.93
8/1/16,Ready Wear,2480,Juniors,166,9.92,4.44
8/1/16,Bellings,2750,Juniors,191,9.13,4.36
8/1/16,Bellings,6052,Mens,237,8.14,4.29
8/1/16,Bellings,5169,Mens,288,7,3.82
8/1/16,Ready Wear,6330,Intimate,227,4.41,0.37
8/1/16,Ready Wear,4119,Intimate,578,3.45,1.86
8/1/16,Ready Wear,3018,Intimate,570,3.42,1.81
8/1/16,Ready Wear,2560,Groceries,2937,1.18,0.87
8/1/16,Ready Wear,2560,Kids,301,6.7,3.63
8/1/16,Bellings,2131,Juniors,200,8.97,4.36
8/1/16,Ready Wear,4068,Accessories,254,7.65,4.01
8/1/16,Ready Wear,3353,Hosiery,489,4.3,2.41
8/1/16,Ready Wear,3199,Groceries,2798,1.1,0.77
8/1/16,Ready Wear,3066,Intimate,445,4.32,2.24
8/1/16,Ready Wear,3066,Home,985,2.64,1.7
8/1/16,Ready Wear,4119,Home,447,5.43,3.35
8/1/16,Bellings,3977,Mens,238,7.52,3.59
8/1/16,Ready Wear,4119,Womens,139,9.84,3.12
8/1/16,Ready Wear,6330,Kids,338,5.26,2.49
8/1/16,Ready Wear,2830,Home,620,6.55,5.03
8/1/16,Ready Wear,2541,Home,1996,1.35,0.88
8/1/16,Bellings,5290,Shoes,120,19.49,11.64
8/1/16,Ready Wear,4068,Home,920,2.82,1.79
8/1/16,Bellings,4802,Juniors,213,8.65,4.2
8/1/16,Ready Wear,3018,Mens,618,3.33,1.8
8/1/16,Ready Wear,2116,Intimate,293,3.54,0.31
8/1/16,Bellings,4740,Juniors,201,8.54,3.81
8/1/16,Ready Wear,3175,Intimate,399,4.75,2.36
8/1/16,Ready Wear,3175,Home,641,3.82,2.33
8/1/16,Bellings,7320,Mens,333,7.41,4.54
8/1/16,Bellings,5011,Kids,330,6.66,3.76
8/1/16,Ready Wear,3076,Intimate,515,3.94,2.08
8/1/16,Ready Wear,3353,Intimate,552,3.68,1.94
8/1/16,Bellings,3131,Mens,298,7.21,3.99
8/1/16,Bellings,2064,Shoes,76,37.76,25.09
8/1/16,Ready Wear,2031,Home,726,3.86,2.53
8/1/16,Ready Wear,4053,Accessories,211,9.45,4.87
8/1/16,Ready Wear,4068,Intimate,636,3.72,2.2
8/1/16,Ready Wear,2020,Womens,323,6.66,3.66
8/1/16,Ready Wear,4053,Shoes,140,17.41,10.48
8/1/16,Ready Wear,2830,Accessories,386,4.91,2.39
8/1/16,Ready Wear,4509,Hosiery,484,4.23,2.22
8/1/16,Ready Wear,3076,Shoes,127,20.59,12.91
8/1/16,Bellings,4870,Mens,319,7.12,4.05
8/1/16,Ready Wear,3066,Home,876,3.67,2.55
8/1/16,Ready Wear,3551,Juniors,340,7.04,4.15
8/1/16,Ready Wear,2480,Kids,296,6.11,2.79
8/1/16,Bellings,5011,Juniors,238,8.89,4.75
8/1/16,Ready Wear,2350,Hosiery,546,3.74,1.94
8/1/16,Ready Wear,3199,Kids,274,7.31,3.71
8/1/16,Bellings,6109,Mens,204,9.91,5.08
8/1/16,Ready Wear,4551,Intimate,511,4.27,2.34
8/1/16,Ready Wear,4119,Accessories,403,4.57,2.12
8/1/16,Ready Wear,2830,Kids,320,5.52,2.43
8/1/16,Bellings,6112,Mens,261,8.36,4.57
8/1/16,Ready Wear,4215,Accessories,554,3.54,1.75
8/1/16,Bellings,3134,Mens,293,8.83,5.44
8/1/16,Bellings,5043,Juniors,237,7.73,3.53
8/1/16,Ready Wear,2800,Intimate,577,3.61,1.88
8/1/16,Bellings,7250,Mens,210,8.71,3.94
8/1/16,Bellings,3500,Mens,137,12.35,5.03
8/1/16,Bellings,6021,Mens,246,9.36,5.27
8/1/16,Ready Wear,2154,Accessories,524,3.88,1.95
8/1/16,Ready Wear,2116,Kids,385,5.38,2.76
8/1/16,Ready Wear,2617,Mens,299,6.66,3.28
8/1/16,Ready Wear,3148,Home,1016,2.79,1.79
8/1/16,Ready Wear,3175,Shoes,160,17.93,11.57
8/1/16,Ready Wear,2101,Womens,262,6.7,2.81
8/1/16,Ready Wear,4053,Kids,421,4.52,2.09
8/1/16,Bellings,3280,Kids,410,5.12,2.62
8/1/16,Bellings,7320,Juniors,204,8.97,3.95
8/1/16,Ready Wear,3066,Kids,336,5.17,2.12
8/1/16,Ready Wear,2800,Home,687,5.02,3.52
8/1/16,Ready Wear,4053,Mens,335,6.57,3.5
8/1/16,Ready Wear,2154,Shoes,235,8.89,4.51
8/1/16,Ready Wear,4053,Home,1033,3.4,2.4
8/1/16,Ready Wear,2541,Intimate,576,3.73,1.93
8/1/16,Ready Wear,2015,Womens,181,8.55,2.82
8/1/16,Ready Wear,2116,Home,387,7.59,4.91
8/1/16,Ready Wear,3551,Mens,248,7.99,3.78
8/1/16,Ready Wear,4053,Shoes,87,36.77,24.77
8/1/16,Ready Wear,2154,Kids,291,7.69,4.1
8/1/16,Ready Wear,2350,Intimate,649,3.53,1.92
8/1/16,Ready Wear,2795,Kids,391,5.37,2.69
8/1/16,Ready Wear,3175,Kids,372,5.72,2.9
8/1/16,Ready Wear,6530,Accessories,448,4.04,1.68
8/1/16,Ready Wear,3353,Home,1250,3.39,2.54
8/1/16,Ready Wear,6530,Accessories,301,7.11,3.58
8/1/16,Ready Wear,6530,Kids,272,6.66,2.75
8/1/16,Bellings,4825,Mens,243,8.94,4.56
8/1/16,Ready Wear,3076,Home,890,3.72,2.52
8/1/16,Ready Wear,2800,Kids,408,4.96,2.33
8/1/16,Ready Wear,3175,Hosiery,560,4.1,2.18
8/1/16,Ready Wear,4215,Home,556,5.61,3.67
8/1/16,Bellings,5343,Mens,242,9.82,5.36
8/1/16,Ready Wear,3550,Juniors,418,6.2,3.61
8/1/16,Ready Wear,2101,Intimate,541,4.22,2.21
8/1/16,Ready Wear,2541,Womens,259,6.92,2.71
8/1/16,Bellings,2485,Juniors,228,8.79,4.01
8/1/16,Bellings,3931,Mens,275,9.26,5.28
8/1/16,Ready Wear,4053,Kids,345,6.48,3.31
8/1/16,Bellings,4740,Mens,272,7.41,3.39
8/1/16,Ready Wear,2480,Juniors,297,8.74,5.05
8/1/16,Ready Wear,2031,Intimate,521,4.2,2.1
8/1/16,Ready Wear,2067,Intimate,601,4.24,2.41
8/1/16,Ready Wear,4551,Kids,357,6.07,2.98
8/1/16,Bellings,4655,Mens,267,8.84,4.7
8/1/16,Ready Wear,6530,Kids,473,4.71,2.37
8/1/16,Bellings,5082,Mens,340,7.54,4.28
8/1/16,Bellings,5168,Mens,296,8.17,4.43
8/1/16,Ready Wear,2067,Kids,496,4.88,2.64
8/1/16,Bellings,3630,Juniors,200,10.66,5.1
8/1/16,Bellings,7250,Mens,250,8.99,4.49
8/1/16,Bellings,4220,Mens,232,9.46,4.61
8/1/16,Ready Wear,2031,Kids,380,6.18,3.22
8/1/16,Bellings,6052,Shoes,101,19.59,8.44
8/1/16,Ready Wear,2031,Kids,458,5.21,2.75
8/1/16,Bellings,2478,Juniors,231,8.77,3.89
8/1/16,Ready Wear,4053,Juniors,310,7.93,4.27
8/1/16,Bellings,5011,Mens,274,8.23,4.09
8/1/16,Bellings,5607,Mens,292,8.35,4.46
8/1/16,Ready Wear,3550,Mens,557,6.73,4.69
8/1/16,Bellings,6010,Mens,270,9.17,4.93
8/1/16,Ready Wear,3550,Home,1007,2.97,1.83
8/1/16,Ready Wear,2031,Juniors,374,7.55,4.49
8/1/16,Bellings,2485,Shoes,121,18.82,9.35
8/1/16,Bellings,7010,Mens,323,7.58,4.02
8/1/16,Ready Wear,4551,Accessories,578,3.84,1.84
8/1/16,Bellings,2158,Juniors,375,6.16,3.08
8/1/16,Ready Wear,2116,Shoes,110,33.64,23.09
8/1/16,Ready Wear,6280,Intimate,452,5.12,2.55
8/1/16,Bellings,4740,Kids,300,8.23,4.35
8/1/16,Bellings,4740,Mens,319,7.14,3.48
8/1/16,Ready Wear,3175,Juniors,453,6.3,3.72
8/1/16,Ready Wear,3066,Shoes,278,7.36,3.15
8/1/16,Bellings,4825,Mens,225,10.36,5.15
8/1/16,Ready Wear,2480,Shoes,150,19.2,11.38
8/1/16,Ready Wear,3550,Kids,402,5.83,2.91
8/1/16,Ready Wear,2101,Hosiery,641,4.01,2.15
8/1/16,Bellings,5043,Mens,285,9,4.82
8/1/16,Ready Wear,3175,Groceries,3074,1.2,0.81
8/1/16,Ready Wear,4551,Home,589,6.24,4.2
8/1/16,Ready Wear,2020,Juniors,262,8.87,4.25
8/1/16,Ready Wear,2015,Kids,478,4.7,2.16
8/1/16,Ready Wear,2795,Kids,448,6.29,3.58
8/1/16,Ready Wear,4509,Kids,467,5.62,3.02
8/1/16,Ready Wear,6530,Kids,390,5.65,2.53
8/1/16,Ready Wear,2830,Intimate,550,4.43,2.21
8/1/16,Ready Wear,4068,Hosiery,531,4.64,2.34
8/1/16,Ready Wear,3550,Shoes,120,33.45,23.25
8/1/16,Ready Wear,3199,Mens,292,6.25,2.04
8/1/16,Ready Wear,3353,Shoes,144,22.06,13.51
8/1/16,Ready Wear,2830,Hosiery,518,4.78,2.4
8/1/16,Ready Wear,3199,Accessories,754,3.31,1.67
8/1/16,Ready Wear,2015,Home,880,5.67,4.26
8/1/16,Ready Wear,2795,Shoes,127,31.52,21.73
8/1/16,Ready Wear,2800,Shoes,185,17.37,10.65
8/1/16,Ready Wear,2116,Kids,400,6.2,3.08
8/1/16,Ready Wear,3353,Kids,528,5.02,2.66
8/1/16,Bellings,2141,Mens,302,8.84,4.71
8/1/16,Ready Wear,6280,Kids,474,5.41,2.77
8/1/16,Bellings,4220,Shoes,110,25.45,14.06
8/1/16,Ready Wear,3550,Accessories,620,3.82,1.79
8/1/16,Ready Wear,2541,Juniors,397,7.12,3.96
8/1/16,Bellings,2120,Mens,384,7.19,3.91
8/1/16,Ready Wear,3353,Mens,515,5.64,3.19
8/1/16,Ready Wear,3551,Shoes,125,32.17,22.06
8/1/16,Bellings,3280,Mens,296,9.38,5.1
8/1/16,Ready Wear,4215,Kids,344,7.12,3.43
8/1/16,Ready Wear,2154,Hosiery,741,3.53,1.81
8/1/16,Bellings,7320,Mens,265,9.08,4.26
8/1/16,Ready Wear,4215,Kids,543,5.1,2.74
8/1/16,Bellings,2790,Mens,305,8.68,4.47
8/1/16,Bellings,2064,Juniors,264,9.35,4.49
8/1/16,Ready Wear,4551,Juniors,265,9.22,4.36
8/1/16,Ready Wear,6530,Juniors,237,10.14,4.66
8/1/16,Ready Wear,3066,Kids,524,4.83,2.35
8/1/16,Bellings,3690,Mens,223,10.85,5.02
8/1/16,Ready Wear,6330,Hosiery,682,3.8,1.88
8/1/16,Ready Wear,3550,Kids,622,4.35,2.24
8/1/16,Ready Wear,2617,Womens,298,9.26,4.85
8/1/16,Ready Wear,3018,Kids,517,4.99,2.45
8/1/16,Bellings,2478,Mens,309,8.3,4.04
8/1/16,Bellings,2120,Shoes,126,23.05,12.57
8/1/16,Ready Wear,3551,Home,671,6.18,4.21
8/1/16,Ready Wear,2154,Intimate,611,4.53,2.36
8/1/16,Ready Wear,2795,Juniors,368,7.01,3.41
8/1/16,Ready Wear,2350,Accessories,402,6.78,3.48
8/1/16,Ready Wear,6330,Intimate,641,4.13,2.06
8/1/16,Ready Wear,3199,Womens,254,8.39,3.15
8/1/16,Bellings,4305,Mens,279,9.5,4.73
8/1/16,Ready Wear,2031,Womens,316,9.12,4.9
8/1/16,Ready Wear,2480,Shoes,110,33.37,21.22
8/1/16,Bellings,2064,Mens,262,10.16,5.06
8/1/16,Ready Wear,6280,Shoes,121,34.68,23.58
8/1/16,Ready Wear,6280,Juniors,403,7.21,3.87
8/1/16,Ready Wear,4551,Kids,476,5.27,2.44
8/1/16,Ready Wear,2020,Shoes,135,31.15,21.17
8/1/16,Ready Wear,2541,Home,635,5.56,3.43
8/1/16,Ready Wear,2795,Shoes,136,21.42,11.46
8/1/16,Bellings,4680,Mens,295,9.44,4.85
8/1/16,Ready Wear,3550,Juniors,268,10.02,4.95
8/1/16,Ready Wear,2116,Shoes,131,24.86,14.48
8/1/16,Ready Wear,4551,Shoes,113,35.97,23.88
8/1/16,Ready Wear,2480,Kids,345,7.6,3.64
8/1/16,Ready Wear,6530,Womens,231,8.9,2.96
8/1/16,Ready Wear,4558,Kids,504,5.87,3.14
8/1/16,Ready Wear,2031,Shoes,128,33.91,23.09
8/1/16,Ready Wear,3353,Home,3784,0.98,0.61
8/1/16,Ready Wear,2650,Home,3967,1.1,0.75
8/1/16,Ready Wear,3018,Kids,464,6.01,3.02
8/1/16,Ready Wear,3076,Womens,390,7.74,4.18
8/1/16,Ready Wear,4068,Shoes,193,20.11,12.91
8/1/16,Ready Wear,2795,Home,672,6.07,4
8/1/16,Bellings,2485,Mens,395,8.04,4.52
8/1/16,Ready Wear,3076,Kids,572,5.17,2.74
8/1/16,Ready Wear,4053,Mens,321,9.12,4.77
8/1/16,Bellings,4802,Mens,361,7.54,3.67
8/1/16,Bellings,2131,Shoes,168,20.46,12.14
8/1/16,Bellings,3630,Mens,356,8.92,4.99
8/1/16,Ready Wear,2031,Shoes,114,31,18.72
8/1/16,Ready Wear,3148,Juniors,503,7.29,4.5
8/1/16,Ready Wear,6280,Accessories,658,3.92,1.79
8/1/16,Ready Wear,4509,Juniors,318,8.41,3.99
8/1/16,Ready Wear,4509,Juniors,442,7.56,4.37
8/1/16,Ready Wear,3018,Juniors,307,8.91,4.3
8/1/16,Ready Wear,4509,Womens,232,9.92,3.81
8/1/16,Ready Wear,2154,Kids,483,5.83,2.89
8/1/16,Ready Wear,2116,Mens,485,6.3,3.36
8/1/16,Ready Wear,2800,Juniors,274,9.81,4.61
8/1/16,Ready Wear,2020,Mens,350,7.71,3.63
8/1/16,Ready Wear,3551,Kids,408,7.27,3.76
8/1/16,Ready Wear,3199,Hosiery,684,4.31,2.21
8/1/16,Ready Wear,2154,Home,941,4.6,3.07
8/1/16,Bellings,6027,Mens,308,9.71,5.04
8/1/16,Ready Wear,4551,Mens,448,6.72,3.51
8/1/16,Ready Wear,3551,Womens,423,7.58,4.16
8/1/16,Ready Wear,2015,Intimate,690,4.07,1.98
8/1/16,Ready Wear,4215,Juniors,437,7.25,3.93
8/1/16,Ready Wear,4558,Mens,649,5.64,3.4
8/1/16,Bellings,2158,Mens,307,9.08,4.34
8/1/16,Ready Wear,3175,Shoes,147,31.8,21.89
8/1/16,Bellings,4703,Mens,310,9.84,5.14
8/1/16,Ready Wear,2617,Kids,372,7.92,4
8/1/16,Bellings,6112,Mens,315,8.54,3.91
8/1/16,Ready Wear,4215,Shoes,135,33.82,23.02
8/1/16,Bellings,3136,Mens,330,9.43,5
8/1/16,Ready Wear,3076,Juniors,283,10.64,5.47
8/1/16,Ready Wear,3353,Mens,335,9.29,4.92
8/1/16,Bellings,3630,Shoes,160,21.97,12.8
8/1/16,Ready Wear,2560,Womens,296,7.73,2.72
8/1/16,Ready Wear,2800,Hosiery,824,3.87,2.07
8/1/16,Ready Wear,4068,Kids,518,5.66,2.79
8/1/16,Ready Wear,2480,Home,691,6.55,4.38
8/1/16,Ready Wear,2541,Kids,450,5.98,2.65
8/1/16,Ready Wear,6530,Juniors,366,9.48,5.37
8/1/16,Ready Wear,3550,Home,749,5.57,3.56
8/1/16,Ready Wear,4558,Intimate,691,4.55,2.36
8/1/16,Ready Wear,4551,Juniors,539,6.64,3.83
8/1/16,Ready Wear,3018,Mens,599,6.59,4.06
8/1/16,Bellings,4700,Mens,309,9.78,4.88
8/1/16,Ready Wear,2650,Home,1295,3.3,2.13
8/1/16,Bellings,3429,Shoes,141,22.75,11.98
8/1/16,Ready Wear,2015,Hosiery,677,4.49,2.24
8/1/16,Ready Wear,2650,Kids,663,4.82,2.52
8/1/16,Ready Wear,3066,Shoes,187,30.32,22.15
8/1/16,Ready Wear,2830,Kids,518,5.87,2.92
8/1/16,Bellings,6450,Mens,326,9.35,4.62
8/1/16,Bellings,2485,Juniors,420,7.24,3.57
8/1/16,Ready Wear,2067,Juniors,349,8.87,4.43
8/1/16,Ready Wear,2541,Hosiery,696,4.46,2.23
8/1/16,Ready Wear,4509,Home,1000,5.15,3.6
8/1/16,Ready Wear,2101,Home,943,4.83,3.18
8/1/16,Ready Wear,4119,Hosiery,819,3.85,1.94
8/1/16,Ready Wear,2795,Accessories,409,7.64,3.81
8/1/16,Ready Wear,4215,Shoes,159,26,16.15
8/1/16,Ready Wear,2795,Kids,605,5.28,2.66
8/1/16,Ready Wear,4068,Home,686,5.96,3.65
8/1/16,Bellings,7018,Mens,362,8.66,4.28
8/1/16,Ready Wear,2480,Womens,280,8.34,2.67
8/1/16,Ready Wear,2101,Kids,471,6.13,2.75
8/1/16,Ready Wear,3148,Intimate,878,3.87,2.05
8/1/16,Ready Wear,2800,Juniors,479,7.83,4.48
8/1/16,Ready Wear,4558,Home,721,7.08,4.84
8/1/16,Ready Wear,3018,Juniors,546,7.09,4.13
8/1/16,Ready Wear,2541,Juniors,296,10.42,4.95
8/1/16,Ready Wear,4509,Kids,533,6.42,3.38
8/1/16,Ready Wear,2830,Womens,421,8.27,4.41
8/1/16,Ready Wear,4509,Shoes,119,35.9,22.21
8/1/16,Ready Wear,2560,Home,769,5.63,3.5
8/1/16,Ready Wear,4053,Juniors,303,10.32,4.87
8/1/16,Ready Wear,2067,Home,917,4.89,3.09
8/1/16,Ready Wear,3551,Juniors,389,7.84,3.58
8/1/16,Ready Wear,2116,Juniors,370,8.88,4.4
8/1/16,Ready Wear,2480,Kids,564,5.8,2.85
8/1/16,Ready Wear,3175,Home,4706,0.99,0.64
8/1/16,Ready Wear,4509,Shoes,208,21.35,13.33
8/1/16,Bellings,2158,Mens,375,8.74,4.28
8/1/16,Bellings,3280,Juniors,329,9.77,4.68
8/1/16,Ready Wear,6530,Kids,429,7.49,3.58
8/1/16,Ready Wear,6330,Kids,538,5.87,2.74
8/1/16,Ready Wear,2560,Intimate,778,4.48,2.29
8/1/16,Ready Wear,2560,Hosiery,1135,3.1,1.59
8/1/16,Bellings,3690,Mens,345,9.37,4.41
8/1/16,Ready Wear,2015,Shoes,197,21.77,13.07
8/1/16,Ready Wear,4119,Juniors,342,9.33,4.3
8/1/16,Ready Wear,4068,Juniors,686,6.22,3.71
8/1/16,Ready Wear,4558,Juniors,428,7.89,3.86
8/1/16,Ready Wear,2116,Juniors,491,7.17,3.64
8/1/16,Ready Wear,3199,Accessories,435,8.23,4.23
8/1/16,Ready Wear,3551,Mens,477,6.82,3.16
8/1/16,Ready Wear,3018,Shoes,149,26.06,14.32
8/1/16,Ready Wear,6280,Home,1459,3.3,2.1
8/1/16,Ready Wear,2350,Juniors,380,9.3,4.67
8/1/16,Ready Wear,2015,Shoes,147,34.43,22.44
8/1/16,Ready Wear,3018,Shoes,178,32.9,22.99
8/1/16,Ready Wear,2795,Juniors,388,8.53,3.98
8/1/16,Ready Wear,2067,Kids,547,6.69,3.45
8/1/16,Ready Wear,2480,Mens,511,7.15,3.68
8/1/16,Ready Wear,2830,Juniors,517,7.73,4.29
8/1/16,Ready Wear,2800,Womens,531,7.8,4.45
8/1/16,Ready Wear,3550,Intimate,815,4.41,2.22
8/1/16,Ready Wear,2031,Juniors,349,10.04,4.89
8/1/16,Ready Wear,4068,Juniors,387,9.16,4.51
8/1/16,Ready Wear,2480,Mens,388,9.31,4.66
8/1/16,Ready Wear,2015,Juniors,335,10.08,4.7
8/1/16,Ready Wear,2101,Juniors,393,8.73,4.13
8/1/16,Ready Wear,4558,Shoes,231,21.99,14.16
8/1/16,Ready Wear,6530,Shoes,135,34.82,21.4
8/1/16,Ready Wear,4119,Juniors,531,7.94,4.52
8/1/16,Ready Wear,3148,Kids,724,4.79,2.28
8/1/16,Bellings,2478,Mens,379,8.16,3.35
8/1/16,Ready Wear,3076,Kids,645,5.95,3.12
8/1/16,Ready Wear,4509,Mens,464,8.95,5
8/1/16,Bellings,2750,Mens,459,8.01,3.99
8/1/16,Ready Wear,4068,Shoes,213,29.95,21.26
8/1/16,Ready Wear,2795,Mens,392,9.86,5.13
8/1/16,Ready Wear,6330,Juniors,439,8.26,4.03
8/1/16,Ready Wear,6280,Kids,683,5.76,3.03
8/1/16,Ready Wear,3353,Juniors,393,8.97,4.23
8/1/16,Ready Wear,3066,Juniors,410,10.08,5.54
8/1/16,Ready Wear,2020,Mens,496,7.38,3.63
8/1/16,Ready Wear,6280,Juniors,365,10.26,5.15
8/1/16,Ready Wear,3550,Shoes,174,25.53,14.79
8/1/16,Ready Wear,2020,Kids,707,5.18,2.53
8/1/16,Ready Wear,2101,Juniors,548,7.38,3.93
8/1/16,Ready Wear,3353,Juniors,502,7.62,3.86
8/1/16,Ready Wear,2101,Kids,679,5.66,2.84
8/1/16,Ready Wear,2541,Womens,488,8.54,4.61
8/1/16,Ready Wear,2650,Juniors,591,7.33,4.08
8/1/16,Ready Wear,4119,Shoes,250,18.61,10.92
8/1/16,Ready Wear,3175,Mens,484,9,5.02
8/1/16,Ready Wear,2795,Mens,515,7.04,3.3
8/1/16,Ready Wear,2800,Mens,376,10.31,5.17
8/1/16,Ready Wear,2350,Mens,455,8.7,4.45
8/1/16,Ready Wear,3199,Intimate,916,4.12,2.01
8/1/16,Ready Wear,6330,Shoes,196,29.68,19.79
8/1/16,Ready Wear,6530,Shoes,210,19.9,10.66
8/1/16,Ready Wear,4215,Mens,509,7.43,3.61
8/1/16,Ready Wear,2067,Shoes,220,20.6,11.65
8/1/16,Ready Wear,2795,Womens,487,8.39,4.34
8/1/16,Ready Wear,4558,Kids,705,5.71,2.88
8/1/16,Ready Wear,2154,Juniors,499,7.9,3.9
8/1/16,Ready Wear,3076,Mens,592,6.74,3.37
8/1/16,Bellings,3134,Mens,384,8.68,3.46
8/1/16,Ready Wear,6280,Shoes,187,24.48,13.72
8/1/16,Ready Wear,2800,Shoes,177,33.81,22.44
8/1/16,Ready Wear,3148,Home,824,6.23,3.79
8/1/16,Ready Wear,3175,Kids,629,6.37,3.17
8/1/16,Ready Wear,4558,Shoes,183,32.84,21.78
8/1/16,Ready Wear,2800,Mens,563,6.83,3.23
8/1/16,Bellings,2131,Mens,515,8.44,4.48
8/1/16,Ready Wear,2031,Mens,439,10.69,6.05
8/1/16,Ready Wear,3148,Womens,533,8.08,4.25
8/1/16,Ready Wear,3175,Mens,744,5.16,2.41
8/1/16,Ready Wear,6330,Kids,786,5.36,2.76
8/1/16,Ready Wear,4119,Home,1003,5.85,3.81
8/1/16,Ready Wear,2350,Kids,730,5.87,3.07
8/1/16,Ready Wear,2560,Shoes,264,19.38,11.61
8/1/16,Ready Wear,2650,Shoes,226,21.61,12.52
8/1/16,Ready Wear,2031,Mens,538,7.21,3.39
8/1/16,Ready Wear,6530,Kids,528,7.53,3.62
8/1/16,Ready Wear,2560,Kids,647,6.13,2.93
8/1/16,Ready Wear,4053,Kids,640,7.08,3.83
8/1/16,Ready Wear,4119,Kids,710,5.41,2.47
8/1/16,Ready Wear,2350,Kids,622,7.42,4.04
8/1/16,Ready Wear,4509,Womens,544,8.21,4.32
8/1/16,Bellings,2539,Mens,503,9.08,4.85
8/1/16,Ready Wear,6530,Home,980,5.68,3.51
8/1/16,Ready Wear,2480,Womens,583,7.88,4.22
8/1/16,Ready Wear,2067,Juniors,487,9.37,4.98
8/1/16,Ready Wear,3353,Shoes,206,31.77,21.4
8/1/16,Ready Wear,3175,Juniors,426,9.67,4.63
8/1/16,Ready Wear,4215,Womens,427,10.19,5.15
8/1/16,Ready Wear,2541,Mens,461,10.8,6.11
8/1/16,Ready Wear,3175,Kids,823,6.49,3.84
8/1/16,Ready Wear,3066,Juniors,493,7.94,3.51
8/1/16,Ready Wear,3199,Kids,670,5.9,2.62
8/1/16,Ready Wear,2067,Mens,712,7.08,3.99
8/1/16,Ready Wear,6330,Home,742,7.46,4.46
8/1/16,Ready Wear,3148,Juniors,458,9.63,4.76
8/1/16,Ready Wear,3199,Juniors,482,8.74,4.11
8/1/16,Ready Wear,3066,Mens,453,10.21,5.28
8/1/16,Ready Wear,2541,Kids,624,7.68,4.09
8/1/16,Ready Wear,3066,Kids,865,5.34,2.75
8/1/16,Ready Wear,2650,Shoes,209,33.67,22.92
8/1/16,Ready Wear,2031,Kids,741,6.21,3.17
8/1/16,Ready Wear,2350,Juniors,555,8.02,3.96
8/1/16,Ready Wear,4119,Shoes,164,36.97,23.21
8/1/16,Ready Wear,2830,Juniors,451,9.1,4.09
8/1/16,Ready Wear,2015,Mens,480,10.12,5.41
8/1/16,Ready Wear,2101,Shoes,225,24.37,14.32
8/1/16,Ready Wear,2101,Kids,767,6.35,3.4
8/1/16,Ready Wear,4558,Kids,894,5.53,2.99
8/1/16,Ready Wear,4551,Kids,835,5.63,2.91
8/1/16,Ready Wear,4558,Mens,567,8.64,4.61
8/1/16,Ready Wear,2541,Mens,702,6.35,3.07
8/1/16,Ready Wear,3018,Mens,646,7.85,4.28
8/1/16,Bellings,2064,Mens,523,9.02,4.6
8/1/16,Ready Wear,3175,Home,1533,4.69,3.17
8/1/16,Ready Wear,3550,Kids,847,6.01,3.24
8/1/16,Ready Wear,3076,Shoes,231,33.14,22.97
8/1/16,Ready Wear,4551,Mens,598,7.98,4.05
8/1/16,Ready Wear,4068,Mens,984,5.44,3.04
8/1/16,Ready Wear,4558,Juniors,665,7.54,3.97
8/1/16,Ready Wear,4215,Juniors,509,9.41,4.75
8/1/16,Ready Wear,2067,Mens,587,8.79,4.72
8/1/16,Ready Wear,6330,Shoes,217,25.42,14.39
8/1/16,Ready Wear,2541,Shoes,260,22.39,13.18
8/1/16,Ready Wear,4215,Mens,456,10.97,5.71
8/1/16,Ready Wear,4068,Womens,545,8.7,4.29
8/1/16,Ready Wear,2154,Juniors,670,8.3,4.7
8/1/16,Ready Wear,2350,Womens,531,8.7,4.14
8/1/16,Ready Wear,6280,Mens,575,9.53,5.32
8/1/16,Ready Wear,3148,Shoes,260,22.2,12.83
8/1/16,Ready Wear,6530,Mens,652,6.98,3.24
8/1/16,Ready Wear,3066,Mens,786,5.59,2.48
8/1/16,Ready Wear,2116,Mens,663,7.49,3.79
8/1/16,Ready Wear,2101,Womens,647,8.18,4.39
8/1/16,Ready Wear,4509,Mens,781,6.13,2.93
8/1/16,Bellings,3280,Mens,591,8.72,4.45
8/1/16,Ready Wear,2116,Womens,489,9.98,4.82
8/1/16,Ready Wear,3066,Kids,687,7.28,3.6
8/1/16,Ready Wear,2015,Mens,698,7.46,3.84
8/1/16,Ready Wear,2067,Womens,694,7.48,3.82
